account_id,personaname,name,team_id,team_name,team_tag,avg_kills,max_kills,avg_deaths,min_deaths,avg_assists,max_assists,avg_last_hits,max_last_hits,avg_xp_per_min,avg_gold_per_min,max_gold_per_min,unique_heroes
10366616,Sneyking,Sneyking,8291895,Tundra Esports,Tundra,3.0,6.0,6.071428571428571,2.0,16.071428571428573,29.0,76.28571428571429,151.0,480.7857142857143,320.2142857142857,412.0,6.0
16497807,tOfu,tOfu,8599101,Gaimin Gladiators,GG,2.75,7.0,5.6875,1.0,13.0,38.0,82.625,127.0,437.125,304.6875,395.0,9.0
25907144,Let's Go,Cr1t-,39,Evil Geniuses,EG,4.1875,12.0,4.4375,0.0,15.375,23.0,49.0,111.0,458.3125,306.1875,376.0,10.0
38628747,Verissimus,MoonMeander,8260983,TSM FTX,TSM FTX,3.4285714285714284,15.0,6.857142857142857,2.0,10.285714285714286,23.0,75.28571428571429,202.0,414.35714285714283,283.5,423.0,9.0
40547474,Aui_2000,Aui_2000,8291895,Tundra Esports ,Tundra,,,,,,,,,,,,
54580962,insania,iNsania,2163,Team Liquid,Liquid,3.125,11.0,5.5,0.0,15.3125,24.0,72.625,229.0,396.5625,306.4375,450.0,8.0
72312627,kimchi,MATUMBAMAN,2163,Team Liquid,Liquid,7.9375,14.0,4.0,0.0,11.125,22.0,368.5625,1009.0,665.5625,594.875,908.0,11.0
73562326,middus diffus,zai,2163,Team Liquid,Liquid,4.6875,13.0,5.0,1.0,12.875,20.0,237.375,503.0,573.5,455.75,564.0,11.0
77490514,boxi,Boxi,2163,Team Liquid,Liquid,3.4375,10.0,7.25,3.0,15.3125,32.0,88.6875,382.0,489.875,308.3125,495.0,8.0
86698277,not human (животное),33,8291895,Tundra Esports,Tundra,6.214285714285714,14.0,3.5,0.0,14.714285714285714,26.0,285.5,487.0,679.9285714285714,597.1428571428571,849.0,6.0
86725175,Benji,Resolut1on,1838315,Team Secret,Secret,5.142857142857143,12.0,4.142857142857143,0.0,10.785714285714286,33.0,246.92857142857142,417.0,630.2142857142857,535.0,646.0,8.0
86726887,it is what it is,MSS,7390454,Soniqs,SQ,3.1875,6.0,6.6875,0.0,12.75,33.0,76.75,178.0,423.3125,275.3125,409.0,10.0
86745912,REAL_LIFE,天鸽,39,Evil Geniuses,EG,7.625,12.0,2.625,0.0,8.4375,16.0,309.0625,820.0,667.8125,643.9375,826.0,8.0
86799300,ʕง•ᴥ•ʔง ʕง•ᴥ•ʔง ʕง•ᴥ•ʔง,Fata,7390454,Soniqs,SQ,1.8125,8.0,7.25,3.0,11.875,23.0,97.5,205.0,402.75,302.25,474.0,11.0
87012746,offlane,kpii,8597976,Talon,TLN,3.2142857142857144,10.0,5.428571428571429,2.0,11.285714285714286,23.0,230.0,394.0,511.57142857142856,441.35714285714283,710.0,10.0
87063175,loot lendário,LESLÃO,7390454,Soniqs,SQ,5.25,13.0,3.875,0.0,10.1875,21.0,244.625,495.0,548.5625,444.0,612.0,13.0
87278757,Puppey,Puppey,1838315,Team Secret,Secret,2.2142857142857144,11.0,5.357142857142857,0.0,12.857142857142858,28.0,103.21428571428571,231.0,409.14285714285717,317.85714285714283,494.0,8.0
88933594,forev,Forev,8597976,Talon,TLN,,,,,,,,,,,,
89423756,随感录三十八,LaNm,6209166,Team Aster,Aster,,,,,,,,,,,,
89871557,0,Mushi,7732977,BOOM Esports,BOOM,,,,,,,,,,,,
90125566,misha,Misha,2586976,OG,OG,1.9375,7.0,8.375,3.0,12.8125,21.0,42.3125,106.0,362.625,247.3125,346.0,10.0
90882159,不打辅助,Super,6209804,Royal Never Give Up,RNG,,,,,,,,,,,,
91730177,Seleri,Seleri,8599101,Gaimin Gladiators,GG,2.875,15.0,6.875,2.0,11.8125,24.0,87.8125,224.0,408.4375,303.8125,479.0,9.0
93618577,help,bzm,2586976,OG,OG,5.75,10.0,4.0625,1.0,11.0625,23.0,298.0625,563.0,681.9375,537.25,810.0,9.0
94155156,immoturië,Fly,39,Evil Geniuses,EG,3.125,12.0,3.6875,0.0,16.5,25.0,48.1875,116.0,414.125,296.0625,415.0,7.0
94296097,ded,xNova,6209804,Royal Never Give Up,RNG,2.1333333333333333,6.0,5.8,1.0,15.0,31.0,52.93333333333333,164.0,380.53333333333336,291.2,363.0,8.0
94738847,@@,Chalice,6209804,Royal Never Give Up,RNG,3.2666666666666666,8.0,4.2,0.0,14.866666666666667,29.0,225.93333333333334,479.0,578.1333333333333,438.6666666666667,560.0,12.0
94786276,Serafina,Nine,8291895,Tundra Esports,Tundra,7.0,13.0,3.357142857142857,0.0,12.071428571428571,22.0,258.7857142857143,417.0,700.0714285714286,543.7142857142857,665.0,10.0
96803083,Stormstormer,Stormstormer,8605863,Entity,Entity,5.357142857142857,17.0,3.2142857142857144,0.0,7.857142857142857,19.0,324.7142857142857,487.0,700.9285714285714,615.6428571428571,906.0,8.0
97590558,Ace,Ace,8599101,Gaimin Gladiators,GG,3.6875,12.0,5.9375,1.0,12.25,32.0,241.25,386.0,549.875,460.4375,628.0,7.0
97658618,"混蛋-..,。",Timado,8260983,TSM FTX,TSM FTX,5.142857142857143,12.0,3.2857142857142856,0.0,5.928571428571429,20.0,359.5,657.0,625.7857142857143,591.1428571428571,922.0,10.0
100058342,Double Daun Expert,skiter,8291895,Tundra Esports,Tundra,8.928571428571429,16.0,2.7142857142857144,0.0,8.928571428571429,17.0,412.85714285714283,856.0,666.2142857142857,685.1428571428571,947.0,7.0
100471531,novacane,J,350190,Fnatic,Fnatic,5.071428571428571,14.0,5.571428571428571,2.0,14.285714285714286,26.0,248.35714285714286,365.0,593.0,478.35714285714283,610.0,9.0
100594231,passion,skem,7732977,BOOM Esports,BOOM,2.3125,7.0,5.0625,2.0,10.0,26.0,53.125,183.0,314.9375,251.1875,396.0,8.0
102099826,dj,DJ,350190,Fnatic,Fnatic,4.642857142857143,13.0,6.5,1.0,15.428571428571429,34.0,110.14285714285714,427.0,523.2857142857143,334.2857142857143,618.0,6.0
103735745,Jichan,Saksa,8291895,Tundra Esports,Tundra,3.0714285714285716,7.0,5.928571428571429,2.0,17.428571428571427,27.0,107.78571428571429,209.0,496.2142857142857,346.7142857142857,428.0,7.0
105045291,´pos 4 pls pls pls,Thiolicor,8131728,Hokori,Hokori,2.125,6.0,7.25,2.0,13.8125,31.0,84.875,167.0,423.75,295.5,402.0,10.0
106305042,wellwell,Larl,8721219,BetBoom Team,BetBoom,8.25,15.0,4.0625,0.0,11.3125,31.0,332.1875,504.0,671.5625,582.5,764.0,6.0
106863163,Spirit,Somnus,6209804,Royal Never Give Up,RNG,9.466666666666667,22.0,3.6666666666666665,1.0,9.0,15.0,340.8666666666667,703.0,674.7333333333333,600.6,808.0,10.0
107803494,...,Ori,6209166,Team Aster,Aster,8.214285714285714,15.0,3.7857142857142856,1.0,10.285714285714286,18.0,307.92857142857144,700.0,673.0,568.5714285714286,743.0,7.0
108452107,PiGs,Yawar,7390454,Soniqs,SQ,5.5625,15.0,2.625,0.0,8.5625,26.0,355.0,555.0,668.75,569.125,757.0,10.0
111030315,W_Zayac,W_Zayac,1838315,Team Secret,Secret,3.2857142857142856,11.0,6.0,2.0,15.214285714285714,29.0,43.642857142857146,108.0,480.85714285714283,287.64285714285717,367.0,7.0
111114687,Rock N Roll,y`,15,PSG.LGD,PSG.LGD,2.533333333333333,9.0,4.933333333333334,1.0,11.333333333333334,20.0,56.333333333333336,122.0,406.2,295.3333333333333,370.0,9.0
113331514,Довольный,Miposhka,7119388,Team Spirit,TSpirit,2.2857142857142856,5.0,8.285714285714286,2.0,12.214285714285714,18.0,49.42857142857143,114.0,370.35714285714283,275.5,415.0,7.0
113800818,*,FF,6209804,Royal Never Give Up,RNG,,,,,,,,,,,,
116934015,><,dyrachyo,8599101,Gaimin Gladiators,GG,5.75,13.0,5.4375,1.0,7.1875,15.0,345.5,766.0,661.0625,598.0,995.0,9.0
117089283,xd,PandaMoo,7391077,Thunder Awaken,THUNDER,2.142857142857143,4.0,5.0,2.0,13.714285714285714,23.0,35.57142857142857,54.0,349.64285714285717,259.7857142857143,366.0,7.0
117421467,-=SoNNeikO=-,SoNNeikO,8721219,BetBoom Team,BetBoom,4.0,12.0,6.625,0.0,13.6875,25.0,83.5625,161.0,434.0,316.9375,432.0,9.0
117483894,zookeeper,Chu,2586976,OG,OG,,,,,,,,,,,,
118134220,Faith_bian,Faith_bian,15,PSG.LGD,PSG.LGD,3.8,9.0,4.2,0.0,10.933333333333334,20.0,227.6,438.0,560.2666666666667,482.8666666666667,662.0,13.0
119631156,n_t_s eve ame,XstiNgerX,8254400,beastcoast,bc,2.0714285714285716,5.0,6.5,4.0,11.214285714285714,28.0,48.214285714285715,102.0,364.35714285714283,276.07142857142856,350.0,11.0
121769650,Nisha,Nisha,1838315,Team Secret,Secret,7.642857142857143,15.0,3.5,1.0,8.714285714285714,18.0,309.7857142857143,617.0,674.2142857142857,609.5714285714286,818.0,10.0
124801257,suicide or stoicism,Nightfall 凛,39,Evil Geniuses,EG,6.3125,11.0,1.125,0.0,13.3125,28.0,247.875,481.0,618.25,567.9375,642.0,6.0
125995177,Idc,Gard1ck,8131728,Hokori,Hokori,2.3125,6.0,8.9375,2.0,12.875,26.0,44.0,85.0,344.625,272.4375,352.0,10.0
126212866,el goblino,SabeRLighT-,8260983,TSM FTX,TSM FTX,4.285714285714286,14.0,5.714285714285714,0.0,8.714285714285714,19.0,233.21428571428572,362.0,554.1428571428571,454.64285714285717,600.0,11.0
127565532,Fishman,Fishman,8605863,Entity,Entity,2.7857142857142856,9.0,6.571428571428571,4.0,11.357142857142858,26.0,41.857142857142854,77.0,358.57142857142856,252.64285714285714,372.0,4.0
127617979,Crystallis,Crystallis,1838315,Team Secret,Secret,7.714285714285714,25.0,3.0714285714285716,0.0,7.785714285714286,21.0,275.92857142857144,534.0,659.2857142857143,557.7142857142857,744.0,9.0
129958758,:),Xxs,6209166,Team Aster,Aster,4.642857142857143,9.0,2.4285714285714284,0.0,14.857142857142858,27.0,219.14285714285714,355.0,604.5714285714286,467.85714285714283,579.0,6.0
131303632,wings,4nalog <01,8131728,Hokori,Hokori,6.25,13.0,3.75,0.0,11.3125,34.0,318.6875,621.0,652.5,541.6875,834.0,8.0
132309493,Reset,Raven,350190,Fnatic,Fnatic,6.642857142857143,14.0,2.142857142857143,0.0,11.214285714285714,31.0,425.85714285714283,684.0,673.5714285714286,657.0,860.0,8.0
138177198,Rsel,Vitaly,8131728,Hokori,Hokori,4.0,13.0,4.6875,1.0,14.125,32.0,221.625,345.0,547.5,436.3125,610.0,12.0
139876032,香菜粉丝,kaka,6209804,Royal Never Give Up,RNG,2.2,5.0,7.266666666666667,2.0,14.933333333333334,25.0,74.6,163.0,439.8666666666667,285.06666666666666,359.0,6.0
140288368,basedline,Tobi,8605863,Entity,Entity,3.2142857142857144,9.0,5.214285714285714,0.0,10.142857142857142,24.0,195.0,329.0,492.5,418.64285714285717,543.0,7.0
143278997,Ferocity,Hyde-,8597976,Talon,TLN,2.642857142857143,7.0,8.714285714285714,2.0,12.714285714285714,23.0,48.142857142857146,179.0,351.42857142857144,257.14285714285717,433.0,7.0
145550466,DuBu,DuBu,8260983,TSM FTX,TSM FTX,1.0,3.0,5.857142857142857,0.0,10.214285714285714,24.0,41.0,143.0,346.14285714285717,243.07142857142858,383.0,8.0
148215639,marumaru,Monet,6209166,Team Aster,Aster,7.928571428571429,19.0,1.9285714285714286,0.0,8.714285714285714,15.0,427.85714285714283,1196.0,727.8571428571429,701.4285714285714,1010.0,9.0
148526973,)),Jaunuel,350190,Fnatic,Fnatic,3.0,8.0,8.214285714285714,2.0,16.357142857142858,32.0,71.71428571428571,165.0,421.7857142857143,322.85714285714283,419.0,6.0
152962063,ana smurf,m1CKe,2163,Team Liquid,Liquid,9.25,17.0,3.25,1.0,10.4375,17.0,407.3125,774.0,748.5625,639.75,810.0,8.0
153775602,Caletre,Tiares,8131728,Hokori,Hokori,,,,,,,,,,,,
153836240,Nika,C. smile  <,8254400,beastcoast,bc,6.142857142857143,13.0,4.857142857142857,0.0,8.285714285714286,20.0,225.42857142857142,393.0,598.6428571428571,520.3571428571429,756.0,10.0
154715080,west virginia,Abed,39,Evil Geniuses,EG,7.625,12.0,1.9375,0.0,12.5,23.0,230.1875,531.0,665.25,543.125,684.0,9.0
155332459,Matthew,Matthew,7391077,Thunder Awaken,THUNDER,3.2142857142857144,7.0,5.785714285714286,1.0,15.857142857142858,32.0,44.714285714285715,116.0,422.7857142857143,259.57142857142856,334.0,5.0
155494381,belikemike,TIMS,7732977,BOOM Esports,BOOM,2.0,6.0,6.375,1.0,12.25,39.0,77.75,190.0,397.4375,268.8125,363.0,6.0
156328257,sloppy,Fbz,7732977,BOOM Esports,BOOM,3.5625,10.0,5.0625,1.0,10.4375,27.0,231.75,361.0,510.3125,422.9375,578.0,9.0
157475523,桀桀桀,XinQ,15,PSG.LGD,PSG.LGD,2.8,6.0,5.933333333333334,1.0,11.666666666666666,21.0,95.06666666666666,212.0,466.8,324.93333333333334,417.0,9.0
157989498,DK,Gōjira,8254400,beastcoast,bc,2.4285714285714284,8.0,6.285714285714286,2.0,10.714285714285714,22.0,48.857142857142854,87.0,373.2857142857143,264.57142857142856,358.0,9.0
159020918,James Brown,RodjER,8721219,BetBoom Team,BetBoom,2.8125,7.0,9.0625,5.0,12.4375,39.0,66.6875,138.0,410.1875,277.3125,342.0,9.0
